Exch\. Fee Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Clearing Fee,Total Charge
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.80,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,11,GDRX,GDRX,15/10/2021,$30.00,P,$3.80,BNP,Per Unit,0.05,0,0,$0.5500
0,3/24/2021,EMureau,ISE-OPT,SLO,11,GDRX,GDRX,15/10/2021,$30.00,P,$3.80,BNP,Per Unit,0.05,0,0,$0.5500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.80,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.80,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.80,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,5,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.2500
0,3/24/2021,EMureau,ISE-OPT,SLO,5,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.2500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,6,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3000
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,11,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.5500
0,3/24/2021,EMureau,ISE-OPT,SLO,11,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.5500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,19,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.9500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,23,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$1.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,23,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$1.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,2,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1000
0,3/24/2021,EMureau,ISE-OPT,SLO,2,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1000
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,11,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.5500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,2,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1000
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,5,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.2500
0,3/24/2021,EMureau,ISE-OPT,SLO,5,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.2500
0,3/24/2021,EMureau,ISE-OPT,SLO,4,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.2000
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,4,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.2000
0,3/24/2021,EMureau,ISE-OPT,SLO,2,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1000
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,5,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.2500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,5,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.2500
0,3/24/2021,EMureau,ISE-OPT,SLO,5,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.2500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,6,GDRX,GDRX,15/10/2021,$30.00,P,$3.70,BNP,Per Unit,0.05,0,0,$0.3000
0,03/10/2021,EMureau,ISE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,ISE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,4,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2000
0,03/10/2021,EMureau,CBOE-OPT,SLO,4,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2000
0,03/10/2021,EMureau,CBOE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,14,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.7000
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,5,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2500
0,03/10/2021,EMureau,CBOE-OPT,SLO,5,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2500
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,CBOE-OPT,SLO,18,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.9000
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,4,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2000
0,03/10/2021,EMureau,CBOE-OPT,SLO,6,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.3000
0,03/10/2021,EMureau,CBOE-OPT,SLO,4,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2000
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,4,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2000
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,ISE-OPT,SLO,4,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2000
0,03/10/2021,EMureau,ISE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,CBOE-OPT,SLO,5,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2500
0,03/10/2021,EMureau,CBOE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,4,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2000
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,ISE-OPT,SLO,5,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2500
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,ISE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,ISE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,8,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.4000
0,03/10/2021,EMureau,CBOE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,8,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.4000
0,03/10/2021,EMureau,ISE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,ISE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,03/10/2021,EMureau,CBOE-OPT,SLO,5,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2500
0,03/10/2021,EMureau,CBOE-OPT,SLO,2,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1000
0,03/10/2021,EMureau,CBOE-OPT,SLO,13,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.6500
0,03/10/2021,EMureau,CBOE-OPT,SLO,6,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.3000
0,03/10/2021,EMureau,CBOE-OPT,SLO,3,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.1500
0,03/10/2021,EMureau,CBOE-OPT,SLO,15,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.7500
0,03/10/2021,EMureau,CBOE-OPT,SLO,5,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2500
0,03/10/2021,EMureau,CBOE-OPT,SLO,5,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.2500
0,03/10/2021,EMureau,ISE-OPT,SLO,10,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.5000
0,03/10/2021,EMureau,ISE-OPT,SLO,1,AEM,AEM,21/05/2021,$50.00,P,$1.25,GOLDMAN,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,6,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.3000
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,2,GDRX,GDRX,15/10/2021,$30.00,P,$4.01,BNP,Per Unit,0.05,0,0,$0.1000
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$4.01,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$4.01,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,19,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.9500
0,3/24/2021,EMureau,ISE-OPT,SLO,10,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.5000
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,6,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.3000
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,2,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.1000
0,3/24/2021,EMureau,ISE-OPT,SLO,7,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.3500
0,3/24/2021,EMureau,ISE-OPT,SLO,2,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.1000
0,3/24/2021,EMureau,ISE-OPT,SLO,11,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.5500
0,3/24/2021,EMureau,ISE-OPT,SLO,3,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.1500
0,3/24/2021,EMureau,ISE-OPT,SLO,11,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.5500
0,3/24/2021,EMureau,ISE-OPT,SLO,1,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.0500
0,3/24/2021,EMureau,ISE-OPT,SLO,11,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.5500
0,3/24/2021,EMureau,ISE-OPT,SLO,4,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.2000
0,3/24/2021,EMureau,ISE-OPT,SLO,11,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.5500
0,3/24/2021,EMureau,ISE-OPT,SLO,4,GDRX,GDRX,15/10/2021,$30.00,P,$4.00,BNP,Per Unit,0.05,0,0,$0.2000
